last_obs,v_inf,ip,h,range,n_imp,last_obs_jd,fullname,ps_max,ts_max,diameter,ps_cum,id,des
1979-12-15,23.7606234552547,8.515158e-07,18.54,2056-2113,4,2444222.5,(1979 XB),-2.99,0,0.66,-2.69,bJ79X00B,1979 XB
2022-05-23,15.5694051293592,0.0001203297828,28.45,2060-2122,33,2459722.5,(2022 KK2),-5.79,0,0.0069,-5.59,bK22K02K,2022 KK2
2000-10-03,1.35802744453748,0.002743395186,24.79,2069-2122,300,2451820.5,(2000 SG344),-3.11,0,0.037,-2.77,bK00SY4G,2000 SG344
2012-11-16,11.4626328606267,1.9442009e-05,26.95,2081-2120,15,2456247.5,(2012 VS76),-6.05,0,0.014,-5.74,bK12V76S,2012 VS76
2018-04-09,20.20,3.772e-09,26.19,2102-2102,1,2458217.5,(2018 GN),-8.95,0,0.02,-8.95,bK18G00N,2018 GN
2013-01-12,8.55,2.937e-06,26.32,2064-2064,1,2456304.5,(2011 TO),-6.16,0,0.018,-6.16,bK11T00O,2011 TO
2012-02-21,7.21203952320587,1.22522146e-05,26.51,2103-2122,20,2455978.5,(2012 BA102),-6.27,0,0.017,-6.03,bK12BA2A,2012 BA102
2014-04-27,21.9988508209515,6.5351e-09,19.92,2069-2118,12,2456774.5,(2014 HN197),-5.98,0,0.35,-5.51,bK14HJ7N,2014 HN197
2005-11-22,12.3834503195676,9.90088e-08,24.51,2068-2119,6,2453696.5,(2005 UL6),-6.95,0,0.042,-6.70,bK05U06L,2005 UL6
2009-02-24,22.0982648784577,3.1018e-08,24.86,2044-2102,2,2454886.5,(2009 DV),-7.37,0,0.036,-7.24,bK09D00V,2009 DV
2009-03-05,10.69,5.902e-10,27.85,2068-2068,1,2454895.5,(2009 EH1),-10.56,0,0.0091,-10.56,bK09E01H,2009 EH1
2021-06-12,11.47,8.724e-08,28.13,2040-2040,1,2459377.5,(2021 LY1),-8.05,0,0.008,-8.05,bK21L01Y,2021 LY1
2021-07-13,8.21159723247776,5.329099e-06,26.58,2111-2120,8,2459408.5,(2021 NM3),-6.48,0,0.016,-6.41,bK21N03M,2021 NM3
2019-01-11,11.91,8.859e-08,26.02,2106-2106,1,2458494.5,(2018 XX2),-7.75,0,0.021,-7.75,bK18X02X,2018 XX2
2019-04-04,10.8171734948038,3.96111598e-05,29.75,2039-2122,74,2458577.5,(2019 GP21),-7.32,0,0.0038,-6.77,bK19G21P,2019 GP21
2018-11-22,3.03482112870115,6.1740984e-05,30.01,2085-2121,77,2458444.5,(2018 WA1),-7.88,0,0.0034,-7.08,bK18W01A,2018 WA1
2019-06-08,5.00834214719123,9.80658349999999e-05,27.24,2059-2122,201,2458642.5,(2019 KJ4),-6.20,0,0.012,-5.38,bK19K04J,2019 KJ4
2005-02-10,18.3491553544495,2.652e-09,26.17,2090-2120,2,2453411.5,(2005 CM7),-9.28,0,0.02,-9.12,bK05C07M,2005 CM7
2017-08-21,12.7508470140192,3.09793314e-05,27.83,2043-2121,69,2457986.5,(2017 QF3),-6.06,0,0.00919,-5.62,bK17Q03F,2017 QF3
2011-03-10,6.53840015998875,2.7609442e-05,27.00,2065-2122,42,2455630.5,(2011 DS),-6.08,0,0.013,-5.78,bK11D00S,2011 DS
2019-07-11,1.79631891148714,7.76027876e-05,29.12,2069-2122,121,2458675.5,(2019 NX5),-6.79,0,0.0051,-6.46,bK19N05X,2019 NX5
2019-11-04,9.85,1.754e-08,25.78,2105-2105,1,2458791.5,(2019 UB2),-8.40,0,0.024,-8.40,bK19U02B,2019 UB2
2019-11-03,11.218679877594,4.283777e-06,27.42,2087-2121,13,2458790.5,(2019 VD),-7.30,0,0.011,-6.74,bK19V00D,2019 VD
2020-07-26,21.3694823063251,8.213274e-06,25.64,2093-2121,19,2459056.5,(2020 OR4),-5.59,0,0.025,-5.29,bK20O04R,2020 OR4
2021-09-14,8.44364514473364,0.00024180867,28.96,2049-2054,6,2459471.5,(2021 RF16),-5.46,0,0.00548,-5.35,bK21R16F,2021 RF16
2025-12-23,15.2958076589327,1.082109e-06,25.69,2083-2120,8,2461032.5,(2025 XJ1),-6.39,0,0.025,-6.30,bK25X01J,2025 XJ1
2025-12-22,9.14,1.092e-07,29.13,2125-2125,1,2461031.5,(2025 YS1),-9.33,0,0.005,-9.33,bK25Y01S,2025 YS1
2025-12-23,16.3698085281924,0.0002985044415,28.93,2110-2122,35,2461032.5,(2025 YB4),-5.85,0,0.00551,-5.57,bK25Y04B,2025 YB4
2016-03-17,8.80973847928333,5.856515e-05,27.94,2108-2116,6,2457464.5,(2016 EM156),-6.01,0,0.0087,-6.00,bK16EF6M,2016 EM156
2013-07-16,21.7442111988848,8.608e-08,23.35,2060-2060,2,2456489.5,(2013 NH6),-6.13,0,0.073,-5.84,bK13N06H,2013 NH6
2013-10-30,21.6573149632534,9.87439e-07,27.77,2043-2067,5,2456595.5,(2013 UR1),-6.89,0,0.0094,-6.75,bK13U01R,2013 UR1
2014-10-21,10.7197943069632,6.602557e-06,27.82,2072-2121,13,2456951.5,(2014 TL),-6.94,0,0.0092,-6.75,bK14T00L,2014 TL
2014-10-28,8.1690067935888,9.8328e-08,28.29,2088-2119,7,2456958.5,(2014 UU56),-9.31,0,0.00742,-8.90,bK14U56U,2014 UU56
2015-02-19,13.6969246515665,3.96481939e-05,29.43,2045-2054,15,2457072.5,(2015 DQ224),-6.57,0,0.00441,-6.12,bK15DM4Q,2015 DQ224
2013-11-02,9.14938302382687,3.926197e-06,26.54,2091-2121,11,2456598.5,(2013 TV132),-6.93,0,0.017,-6.48,bK13TD2V,2013 TV132
2014-05-28,9.0496620939347,1.627109e-06,25.07,2076-2108,2,2456805.5,(2014 FX32),-5.92,0,0.033,-5.92,bK14F32X,2014 FX32
2015-03-27,6.48,4.835e-09,25.89,2122-2122,1,2457108.5,(2015 CT13),-9.19,0,0.022,-9.19,bK15C13T,2015 CT13
2016-01-13,17.6490680152751,9.689e-09,23.36,2084-2108,2,2457400.5,(2015 YV1),-7.44,0,0.072,-7.20,bK15Y01V,2015 YV1
2008-06-10,4.13173498806221,0.000116370403,28.86,2054-2122,142,2454627.5,(2008 LD),-6.97,0,0.0057,-6.17,bK08L00D,2008 LD
2008-08-08,26.3529332429443,5.6054e-07,23.21,2049-2065,3,2454686.5,(2008 PK9),-4.92,0,0.0769,-4.74,bK08P09K,2008 PK9
2010-10-09,18.8519643090526,2.647394e-06,26.86,2072-2091,7,2455478.5,(2010 TD),-6.59,0,0.014,-6.28,bK10T00D,2010 TD
2010-04-16,5.45506145092258,7.02105e-06,27.64,2096-2121,7,2455302.5,(2010 GV23),-6.94,0,0.01,-6.88,bK10G23V,2010 GV23
2016-04-20,13.32,5.907e-10,26.59,2076-2076,1,2457498.5,(2016 GW220),-9.95,0,0.016,-9.95,bK16GM0W,2016 GW220
2016-10-10,15.2111165977373,1.2006974e-05,26.45,2110-2120,18,2457671.5,(2016 TQ2),-6.01,0,0.017,-5.79,bK16T02Q,2016 TQ2
2022-11-23,8.4834299157999,4.038e-07,28.26,2066-2105,3,2459906.5,(2022 UQ40),-8.11,0,0.0075,-8.04,bK22U40Q,2022 UQ40
2022-11-02,28.9990519978397,1.281284e-06,24.51,2052-2094,7,2459885.5,(2022 UU14),-5.58,0,0.0421,-5.25,bK22U14U,2022 UU14
2022-11-26,17.1459185716599,1.2326028e-05,24.39,2068-2118,15,2459909.5,(2022 VE1),-5.11,0,0.045,-4.63,bK22V01E,2022 VE1
2010-12-14,6.21229659875168,4.36428e-08,25.33,2054-2088,5,2455544.5,(2010 XU),-7.69,0,0.029,-7.56,bK10X00U,2010 XU
2016-11-29,4.79,5.633e-10,26.75,2115-2115,1,2457721.5,(2016 VH),-10.55,0,0.015,-10.55,bK16V00H,2016 VH
2014-10-03,15.2486059702363,3.0141487e-06,26.81,2058-2117,15,2456933.5,(2014 SR261),-6.48,0,0.015,-6.27,bK14SQ1R,2014 SR261
2009-01-09,8.79863224563553,6.4383293e-06,26.35,2077-2122,26,2454840.5,(2008 YV32),-6.58,0,0.018,-6.09,bK08Y32V,2008 YV32
2022-02-07,16.7982662684457,1.482594e-06,30.51,2083-2120,15,2459617.5,(2022 CB3),-9.04,0,0.0027,-8.44,bK22C03B,2022 CB3
2022-02-10,8.74,1.110e-06,28.13,2093-2093,1,2459620.5,(2022 CL3),-7.68,0,0.008,-7.68,bK22C03L,2022 CL3
2008-10-21,18.9124162257496,5.67e-07,31.36,2040-2044,2,2454760.5,(2008 US),-8.75,0,0.0018,-8.63,bK08U00S,2008 US
2009-09-15,12.9536691131686,9.2927101e-06,25.56,2098-2120,58,2455089.5,(2009 RR),-6.28,0,0.026,-5.49,bK09R00R,2009 RR
2011-03-11,9.13,3.661e-09,27.31,2088-2088,1,2455631.5,(2011 EU20),-9.73,0,0.012,-9.73,bK11E20U,2011 EU20
2011-06-01,22.145703576783,4.669e-10,20.44,2026-2031,4,2455713.5,(2011 KF36),-5.69,0,0.275,-5.43,bK11K36F,2011 KF36
2011-09-30,14.2487095542237,5.6011071e-05,27.80,2058-2120,14,2455834.5,(2011 SM173),-5.42,0,0.0093,-5.38,bK11SH3M,2011 SM173
2017-03-09,9.50,3.988e-10,27.71,2120-2120,1,2457821.5,(2017 EJ1),-11.05,0,0.0097,-11.05,bK17E01J,2017 EJ1
2018-05-23,8.39239487851011,2.0619e-07,24.58,2085-2114,2,2458261.5,(2018 HJ2),-6.90,0,0.041,-6.82,bK18H02J,2018 HJ2
2019-05-03,5.57,4.695e-08,28.52,2099-2099,1,2458606.5,(2019 HN4),-9.37,0,0.0067,-9.37,bK19H04N,2019 HN4
2019-08-28,21.5892883201622,2.72187e-07,24.80,2096-2108,2,2458723.5,(2019 QS),-6.34,0,0.037,-6.34,bK19Q00S,2019 QS
2020-03-24,12.8792532455761,9.129119e-07,28.59,2092-2115,7,2458932.5,(2020 FU2),-8.12,0,0.00649,-7.91,bK20F02U,2020 FU2
2020-08-07,1.4547902747192,3.7154629e-05,27.98,2069-2122,72,2459068.5,(2020 PC),-6.65,0,0.0086,-6.22,bK20P00C,2020 PC
2019-10-28,10.3371070542062,4.879089e-06,28.94,2053-2118,27,2458784.5,(2019 UB8),-7.77,0,0.0055,-7.29,bK19U08B,2019 UB8
2019-10-31,10.179698801331,8.942669e-07,32.12,2107-2111,4,2458787.5,(2019 UN13),-10.22,0,0.0013,-9.76,bK19U13N,2019 UN13
2020-02-21,10.4503239071627,1.565146e-05,26.03,2089-2122,34,2458900.5,(2020 DK),-6.31,0,0.021,-5.54,bK20D00K,2020 DK
2021-02-18,12.9046360658916,0.000169320156,30.21,2044-2072,9,2459263.5,(2021 DG),-6.33,0,0.0031,-6.14,bK21D00G,2021 DG
2021-03-02,6.92146372637218,9.6788582e-05,29.16,2064-2122,76,2459275.5,(2021 DA2),-6.83,0,0.005,-6.25,bK21D02A,2021 DA2
2007-11-20,18.393669527897,3.9144e-09,23.32,2042-2042,2,2454424.5,(2007 VH189),-6.97,0,0.073,-6.94,bK07VI9H,2007 VH189
2024-12-13,4.13550554125936,2.705071e-07,27.32,2070-2122,14,2460657.5,(2024 XC17),-8.47,0,0.012,-8.01,bK24X17C,2024 XC17
2008-02-15,4.07487636213547,2.444599e-06,28.05,2069-2115,24,2454511.5,(2008 CM74),-8.06,0,0.0083,-7.42,bK08C74M,2008 CM74
2021-04-10,8.84062026210802,1.88243e-06,28.36,2080-2116,5,2459314.5,(2021 GE226),-7.89,0,0.00719,-7.58,bK21GM6E,2021 GE226
2020-03-20,14.6368832852851,1.05114141e-05,24.07,2046-2117,45,2458928.5,(2020 FZ46),-5.04,0,0.052,-4.47,bK20F46Z,2020 FZ46
2008-05-15,7.56,6.549e-08,25.49,2101-2101,1,2454601.5,(2008 JQ),-7.73,0,0.027,-7.73,bK08J00Q,2008 JQ
2020-04-22,3.44028641670312,3.1802824e-05,28.61,2055-2123,38,2458961.5,(2020 HN),-6.62,0,0.0064,-6.34,bK20H00N,2020 HN
2023-10-26,8.15,1.4502e-07,26.85,2108-2108,2,2460243.5,(2023 TH),-8.16,0,0.014,-8.07,bK23T00H,2023 TH
2020-04-30,8.74446278863597,1.561136e-06,27.20,2044-2121,8,2458969.5,(2020 HW7),-6.79,0,0.012,-6.71,bK20H07W,2020 HW7
2006-04-09,7.30957092814698,1.97315926e-05,27.77,2073-2121,91,2453834.5,(2006 GU2),-7.20,0,0.00949,-6.33,bK06G02U,2006 GU2
2022-04-06,7.88267720824247,0.0001399012027,29.37,2049-2116,124,2459675.5,(2022 GA2),-6.48,0,0.0045,-6.00,bK22G02A,2022 GA2
2017-04-04,16.1853186227887,5.257e-08,29.89,2080-2121,2,2457847.5,(2017 GM),-9.81,0,0.0036,-9.63,bK17G00M,2017 GM
2017-05-29,2.92410366980033,3.39964e-06,29.09,2099-2122,11,2457902.5,(2017 JB2),-8.65,0,0.00517,-7.92,bK17J02B,2017 JB2
2020-11-19,13.3935158247781,1.486024e-06,28.39,2060-2122,11,2459172.5,(2020 VV6),-7.55,0,0.0071,-7.41,bK20V06V,2020 VV6
2021-04-14,7.05363043004965,6.61412e-06,28.17,2077-2121,20,2459318.5,(2021 GR),-7.50,0,0.0079,-7.01,bK21G00R,2021 GR
2002-01-15,11.4856520567631,1.1134e-07,26.04,2064-2111,2,2452289.5,(2002 AN129),-7.49,0,0.021,-7.42,bK02AC9N,2002 AN129
2022-03-07,3.78033905840398,2.25433492e-05,27.28,2055-2122,17,2459645.5,(2022 CA1),-6.53,0,0.012,-6.16,bK22C01A,2022 CA1
2016-02-11,10.5315599458023,5.82148302e-05,27.66,2056-2105,5,2457429.5,(2016 CD30),-5.53,0,0.0099,-5.50,bK16C30D,2016 CD30
2016-08-08,6.74286032489329,1.93048e-06,24.47,2103-2119,6,2457608.5,(2016 CY135),-6.28,0,0.043,-5.85,bK16CD5Y,2016 CY135
2019-05-27,11.7180418111146,1.9038e-07,26.56,2110-2110,2,2458630.5,(2019 KT),-7.80,0,0.017,-7.71,bK19K00T,2019 KT
2017-09-21,7.73014967358903,6.046825e-07,25.77,2093-2114,3,2458017.5,(2017 RU2),-6.85,0,0.024,-6.85,bK17R02U,2017 RU2
2017-11-28,8.09835665000518,2.6027085e-06,27.86,2064-2122,31,2458085.5,(2017 WY27),-7.95,0,0.0091,-7.26,bK17W27Y,2017 WY27
2017-12-30,2.66760217341109,2.5443875e-06,29.97,2102-2121,4,2458117.5,(2017 YD1),-8.55,0,0.0034,-8.44,bK17Y01D,2017 YD1
2010-11-06,3.86757417069801,0.000243524707,28.53,2066-2121,101,2455506.5,(2010 UY7),-6.13,0,0.0067,-5.68,bK10U07Y,2010 UY7
2011-09-21,19.9176755538866,3.1956e-07,25.28,2067-2067,2,2455825.5,(2011 QF48),-6.45,0,0.03,-6.32,bK11Q48F,2011 QF48
2013-10-09,14.3075181965804,5.2345e-08,25.25,2027-2108,5,2456574.5,(2013 TX68),-5.97,0,0.03,-5.95,bK13T68X,2013 TX68
2014-03-06,15.77,9.329e-09,28.24,2119-2119,1,2456722.5,(2014 EC),-9.74,0,0.0076,-9.74,bK14E00C,2014 EC
2014-06-30,3.61638147161128,2.54443647e-05,28.51,2060-2122,177,2456838.5,(2014 LJ),-7.81,0,0.0067,-6.65,bK14L00J,2014 LJ
2016-05-19,11.3372469335951,4.886504e-06,26.35,2081-2118,15,2457527.5,(2016 JA6),-6.44,0,0.018,-6.17,bK16J06A,2016 JA6
2004-03-30,11.7839471458232,7.8026e-07,25.11,2116-2122,5,2453094.5,(2004 FY3),-6.69,0,0.032,-6.45,bK04F03Y,2004 FY3
2017-08-20,19.2209973045822,1.5582e-09,26.24,2033-2045,2,2457985.5,(2017 QJ2),-8.36,0,0.019,-8.35,bK17Q02J,2017 QJ2
2017-08-31,14.4849389712147,1.1975988e-05,28.35,2083-2114,15,2457996.5,(2017 QU34),-6.79,0,0.0072,-6.55,bK17Q34U,2017 QU34
2018-04-24,16.6459783931092,2.0549e-07,26.19,2058-2070,2,2458232.5,(2018 GG4),-7.16,0,0.02,-6.98,bK18G04G,2018 GG4
2009-12-25,3.11571090222075,1.2249807e-05,28.00,2060-2114,17,2455190.5,(2009 YR),-6.84,0,0.0085,-6.51,bK09Y00R,2009 YR
2021-09-15,8.95,5.214e-07,26.17,2114-2114,1,2459472.5,(2021 PA15),-7.19,0,0.02,-7.19,bK21P15A,2021 PA15
2010-05-20,5.36935408173157,4.06682831e-05,26.04,2034-2122,139,2455336.5,(2010 KV7),-4.99,0,0.021,-4.70,bK10K07V,2010 KV7
2021-06-12,15.249467162239,4.10031e-07,26.42,2112-2122,2,2459377.5,(2021 LC4),-7.26,0,0.018,-7.26,bK21L04C,2021 LC4
2022-12-17,4.80522605598986,1.12020323e-05,29.47,2056-2121,52,2459930.5,(2022 YC),-7.93,0,0.0043,-7.34,bK22Y00C,2022 YC
2021-05-05,8.33,3.736e-08,25.25,2111-2111,1,2459339.5,(2021 EZ3),-7.89,0,0.03,-7.89,bK21E03Z,2021 EZ3
2022-08-24,5.10001588137266,0.102637259069,28.39,2095-2122,70,2459815.5,(2010 RF12),-2.97,0,0.0071,-2.97,bK10R12F,2010 RF12
2010-12-16,7.30211201362035,3.17590717e-05,26.26,2039-2122,114,2455546.5,(2010 XN69),-6.09,0,0.019,-5.22,bK10X69N,2010 XN69
2010-09-19,5.36628438498694,1.17333184e-05,27.92,2102-2124,36,2455458.5,(2010 RM80),-7.36,0,0.0088,-6.78,bK10R80M,2010 RM80
2012-07-22,8.70117483784859,0.0001607253471,26.84,2046-2104,19,2456130.5,(2012 MF7),-4.47,0,0.015,-4.43,bK12M07F,2012 MF7
2013-08-11,6.8654019689795,9.515386e-06,27.73,2056-2122,33,2456515.5,(2013 PG10),-6.55,0,0.0096,-6.42,bK13P10G,2013 PG10
2015-05-24,7.6931042791318,0.0003255604023,28.30,2045-2122,87,2457166.5,(2015 KG158),-5.36,0,0.0074,-5.22,bK15KF8G,2015 KG158
2015-05-27,29.8876727463744,4.03583e-08,26.39,2087-2117,6,2457169.5,(2015 KH160),-7.88,0,0.018,-7.72,bK15KG0H,2015 KH160
2016-03-10,5.07,9.452e-09,27.51,2086-2086,1,2457457.5,(2016 CO248),-9.51,0,0.011,-9.51,bK16CO8O,2016 CO248
2016-10-10,9.00024891979062,1.8043724e-06,27.25,2082-2120,10,2457671.5,(2016 TQ54),-7.50,0,0.012,-7.12,bK16T54Q,2016 TQ54
2012-12-14,8.66,8.957e-10,27.84,2089-2089,1,2456275.5,(2012 XL134),-10.62,0,0.0092,-10.62,bK12XD4L,2012 XL134
2000-10-07,4.14677388674278,2.21849e-06,27.10,2070-2120,9,2451824.5,(2000 SZ162),-7.32,0,0.013,-6.94,bK00SG2Z,2000 SZ162
2014-03-10,12.2904047063975,8.732454e-05,25.74,2102-2117,25,2456726.5,(2014 CR13),-4.73,0,0.024,-4.62,bK14C13R,2014 CR13
2021-03-17,2.1557250139037,0.0006464105,27.69,2078-2122,156,2459290.5,(2021 EJ3),-5.35,0,0.0098,-4.93,bK21E03J,2021 EJ3
2008-02-03,18.05,7.201e-10,24.66,2102-2102,1,2454499.5,(2008 BE15),-8.98,0,0.04,-8.98,bK08B15E,2008 BE15
2010-03-21,6.79707305834858,4.1495682e-06,26.64,2078-2120,17,2455276.5,(2010 FN),-6.95,0,0.016,-6.46,bK10F00N,2010 FN
2010-11-01,6.08212531297863,0.0006709082165,26.85,2068-2121,48,2455501.5,(2010 UK),-4.19,0,0.014,-4.18,bK10U00K,2010 UK
2020-01-06,4.54885164112609,0.0001972727787,28.68,2061-2122,265,2458854.5,(2020 AW),-6.54,0,0.0062,-5.78,bK20A00W,2020 AW
2020-01-08,9.13081482557146,4.68272e-07,27.20,2096-2121,3,2458856.5,(2020 AR1),-7.79,0,0.012,-7.74,bK20A01R,2020 AR1
2020-05-30,8.96002776376675,3.6235357e-05,27.34,2092-2104,3,2458999.5,(2020 KC5),-5.79,0,0.012,-5.79,bK20K05C,2020 KC5
2020-06-29,7.06,7.452e-08,25.79,2095-2095,1,2459029.5,(2020 KS),-7.80,0,0.024,-7.80,bK20K00S,2020 KS
2018-08-19,1.78314803871588,1.4429016e-05,28.12,2070-2122,45,2458349.5,(2018 PU23),-7.31,0,0.008,-6.69,bK18P23U,2018 PU23
2018-11-16,9.53262840475879,4.759111e-07,30.85,2027-2118,15,2458438.5,(2018 VP1),-8.43,0,0.0023,-8.08,bK18V01P,2018 VP1
2019-03-14,9.41919065399534,1.297838e-05,27.53,2070-2103,8,2458556.5,(2019 ED1),-6.73,0,0.011,-6.25,bK19E01D,2019 ED1
2009-08-09,6.64674621752316,2.0794245e-05,25.31,2077-2121,15,2455052.5,(2009 OW6),-5.35,0,0.029,-5.13,bK09O06W,2009 OW6
2010-10-22,7.99140107125467,6.161e-06,24.83,2116-2119,4,2455491.5,(2010 UB),-5.66,0,0.037,-5.51,bK10U00B,2010 UB
2009-11-20,25.3406183325716,4.11566286e-05,26.77,2072-2120,46,2455155.5,(2009 WP6),-5.17,0,0.015,-4.91,bK09W06P,2009 WP6
2009-12-11,6.0295880998377,1.321024e-07,29.28,2049-2116,18,2455176.5,(2009 XR1),-9.29,0,0.00471,-9.01,bK09X01R,2009 XR1
2012-12-18,2.72926480959929,1.695792e-06,28.52,2081-2119,14,2456279.5,(2012 WR10),-8.36,0,0.0067,-7.85,bK12W10R,2012 WR10
2017-02-04,5.3344301921337,1.5651653e-05,28.73,2072-2120,16,2457788.5,(2017 BG92),-6.90,0,0.0061,-6.78,bK17B92G,2017 BG92
2017-02-01,18.0772798993826,4.373e-09,28.54,2090-2110,4,2457785.5,(2017 CY32),-10.18,0,0.00661,-10.08,bK17C32Y,2017 CY32
2013-01-18,14.0824842328926,1.62839e-07,25.10,2100-2110,3,2456310.5,(2013 BR15),-7.05,0,0.032,-6.95,bK13B15R,2013 BR15
2021-06-08,4.89238510136607,0.0001050810274,27.62,2046-2122,216,2459373.5,(2021 JW2),-6.31,0,0.01,-5.48,bK21J02W,2021 JW2
2020-02-27,14.56,2.681e-07,25.66,2121-2121,1,2458906.5,(2020 CE1),-7.09,0,0.025,-7.09,bK20C01E,2020 CE1
2020-02-19,3.78351222025785,5.76379e-06,30.34,2108-2121,3,2458898.5,(2020 DW),-8.34,0,0.0029,-8.26,bK20D00W,2020 DW
2018-12-15,11.7998276597565,3.460016e-06,26.80,2062-2117,8,2458467.5,(2018 XR4),-6.54,0,0.015,-6.33,bK18X04R,2018 XR4
2006-02-28,10.3663089172349,0.0001422170421,26.73,2031-2122,46,2453794.5,(2006 DM63),-4.12,0,0.015,-3.89,bK06D63M,2006 DM63
2016-10-03,12.7283721043152,4.32497e-06,27.68,2102-2120,11,2457664.5,(2016 SU2),-7.29,0,0.0098,-6.87,bK16S02U,2016 SU2
2016-12-01,6.54448892941808,2.916965e-06,28.73,2087-2120,8,2457723.5,(2016 WF7),-8.04,0,0.0061,-7.74,bK16W07F,2016 WF7
2009-10-18,13.028912491325,9.78383e-06,24.86,2097-2100,4,2455122.5,(2009 TH8),-5.13,0,0.036,-5.07,bK09T08H,2009 TH8
2009-10-18,15.150014948748,1.86409591e-05,27.36,2086-2120,13,2455122.5,(2009 TU),-6.44,0,0.011,-5.89,bK09T00U,2009 TU
2018-06-13,10.8856905138755,1.180208e-06,26.38,2100-2121,7,2458282.5,(2018 LD1),-6.93,0,0.018,-6.90,bK18L01D,2018 LD1
2015-03-26,8.86651974651785,2.1367185e-06,26.51,2073-2117,10,2457107.5,(2015 FF36),-6.90,0,0.017,-6.62,bK15F36F,2015 FF36
2012-03-15,5.42760910471794,0.000324815422,28.46,2068-2122,115,2456001.5,(2012 DJ54),-5.82,0,0.0069,-5.43,bK12D54J,2012 DJ54
2022-03-07,8.7698361594547,1.43188e-06,28.05,2107-2116,3,2459645.5,(2022 DO2),-7.68,0,0.0083,-7.65,bK22D02O,2022 DO2
2017-10-05,5.78474931842857,5.2458918e-05,29.13,2046-2122,148,2458031.5,(2017 TB),-7.18,0,0.0051,-6.53,bK17T00B,2017 TB
2024-04-14,10.3771171218213,1.9151e-07,26.36,2091-2114,4,2460414.5,(2024 FY1),-7.99,0,0.018,-7.61,bK24F01Y,2024 FY1
2024-04-12,10.84,1.609e-08,28.59,2082-2082,1,2460412.5,(2024 GV3),-9.61,0,0.0065,-9.61,bK24G03V,2024 GV3
2017-11-13,3.02656747989789,3.177776e-07,27.12,2087-2104,6,2458070.5,(2017 UQ6),-8.05,0,0.013,-7.88,bK17U06Q,2017 UQ6
2017-12-16,4.47011685866956,0.011543968326,28.08,2083-2121,113,2458103.5,(2017 WT28),-3.85,0,0.0082,-3.83,bK17W28T,2017 WT28
2024-03-31,6.95548903922349,5.7797e-06,30.98,2088-2121,5,2460400.5,(2024 FQ5),-8.72,0,0.0022,-8.49,bK24F05Q,2024 FQ5
2024-04-07,24.28,6.981e-07,24.77,2026-2026,1,2460407.5,(2024 FS5),-4.01,0,0.038,-4.01,bK24F05S,2024 FS5
2006-12-27,9.19167900355872,1.405e-07,24.88,2101-2120,3,2454096.5,(2006 XV4),-7.31,0,0.036,-7.07,bK06X04V,2006 XV4
2008-12-22,16.4650870027364,2.06610398e-05,25.21,2052-2120,56,2454822.5,(2008 YO2),-5.41,0,0.0309,-4.84,bK08Y02O,2008 YO2
2005-11-11,14.6798518507914,8.38209e-08,26.35,2036-2048,2,2453685.5,(2005 UA1),-6.99,0,0.018,-6.99,bK05U01A,2005 UA1
2006-01-10,7.37176622018422,4.47498e-07,26.31,2078-2109,4,2453745.5,(2006 AU3),-7.36,0,0.019,-7.30,bK06A03U,2006 AU3
2006-02-24,10.8393890621406,1.7440268e-06,28.34,2053-2088,10,2453790.5,(2006 DO62),-7.56,0,0.0073,-7.27,bK06D62O,2006 DO62
2004-10-08,7.95,3.616e-08,24.20,2111-2111,1,2453286.5,(2004 RV164),-7.42,0,0.049,-7.42,bK04RG4V,2004 RV164
2005-01-19,12.36,6.744e-07,27.29,2041-2041,1,2453389.5,(2005 BS1),-6.74,0,0.012,-6.74,bK05B01S,2005 BS1
2008-12-02,17.1980848063182,6.3816e-09,27.18,2050-2092,4,2454802.5,(2008 XK),-9.08,0,0.0125,-8.92,bK08X00K,2008 XK
2022-04-09,12.1971413742474,1.317885e-06,27.12,2092-2120,9,2459678.5,(2022 GE),-7.25,0,0.013,-7.09,bK22G00E,2022 GE
2022-04-03,4.88198158678875,6.8841224e-05,28.34,2054-2121,42,2459672.5,(2022 FP2),-5.94,0,0.0073,-5.81,bK22F02P,2022 FP2
2022-02-26,4.42353258120352,6.97468434e-05,29.29,2081-2122,102,2459636.5,(2022 CU4),-7.45,0,0.0047,-6.65,bK22C04U,2022 CU4
2022-05-09,4.64259525652452,9.569397e-06,28.75,2092-2122,16,2459708.5,(2022 JM),-7.88,0,0.006,-7.24,bK22J00M,2022 JM
2022-03-07,4.85822537942756,9.1783e-07,29.01,2115-2119,5,2459645.5,(2022 ED),-8.85,0,0.0053,-8.43,bK22E00D,2022 ED
2019-01-12,8.73334138648627,7.9019982e-05,26.58,2064-2115,21,2458495.5,(2019 AU6),-5.17,0,0.016,-4.89,bK19A06U,2019 AU6
2017-09-23,10.3317235274202,4.598749e-06,27.23,2065-2121,23,2458019.5,(2017 RP16),-7.02,0,0.012,-6.57,bK17R16P,2017 RP16
2018-09-16,9.05551012707251,2.7566308e-05,27.26,2089-2119,57,2458377.5,(2018 RB2),-6.22,0,0.012,-5.92,bK18R02B,2018 RB2
2018-11-30,6.46743673650856,1.610447e-06,30.14,2077-2118,10,2458452.5,(2018 WG2),-8.79,0,0.0032,-8.59,bK18W02G,2018 WG2
2010-12-02,19.52,1.031e-04,29.59,2036-2036,1,2455532.5,(2010 XB),-5.31,0,0.0041,-5.31,bK10X00B,2010 XB
